symbol,published,source,title,url,sentiment
IPCALAB,2026-06-01T04:21:30Z,scanx.trade,Ipca Laboratories issues revised link for Q4FY26 call,https://news.google.com/rss/articles/CBMisAFBVV95cUxNdkFHWGlORnpMdjhwNm5ybEhrckhiRnNybXA0U2tXUE9wanhKZGNPRzh5a0ZQam95ZFBaaUJaUWRlbVB0TWdIV1R3X0tnbkhzbDlHU3R1YmxHV19pVUVzQW5fVl96U1g0ejZGVlNOaVZZVDZPUGRqYTlzcFFKN1dYTmpGbXk3NTFlREYtZ0lySUp2V1lLcGdRQk4zZnY0b2IyelVqUTVpWmRqSWtMdE9Bdg?oc=5,-0.0220
PETRONET,2026-06-01T06:46:40Z,scanx.trade,Petronet LNG fixes June 12 record date for ₹3.00 final dividend,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQcHVqLU9VMmh1b2lZdVFBanVnRGtQV3diXzRMYjY0QlFqajZrVmd5ckFVMW9ldnhabjB2dXR6QmZjY2syRzZQMWI2cUNybHNvMU96bDNjLXhHYVo4SS0tM0NxeUdRSVhRVkZuRnhrb25KZFpQMDI3S1ZEZmcyTjFiczlka2ZBeHFKUXUyb0U0VTVodnJrcGgxMW1uTkVnTjF4Mjh6Nk1RTEtJTFJ5ZnRsX1JaV0pIdDhQWUc4?oc=5,-0.0007
AIAENG,2026-06-01T07:00:00Z,business-standard.com,"Stock bets: Axis Securities sees upto 21% upside in ATGL, Exide; here's why",https://news.google.com/rss/articles/CBMi9AFBVV95cUxQMWtoQ2NSRC1PeHFxS1d6cVFfQW5VQkViWUJ4UWVFNWt6WlBlaXRNVUpQVEdpM0FUbG1MLUhoVXh3TlFDSXZhQjhNVF9IMkVQT2VieUIwNDR3cjJtTFk4MXd4dzI1d1BWWkpESFB4azM5VVZlOXU4UVNMTllpR1NWRlhmRkZEbmRoc3Fxd0xxWW1LWWRZT0dURkFIN0R3dF9IcWgyMXRnTjJ6b2puTlFVTldMQUdMNEJtZHo3WFdERXlqYnNoM1plNUZjcGdwb1ZSbWRTeFN6WUh6MElfVmFmSHlOYUk0bG8yUlZ4cHBBN0I0SXkz0gH6AUFVX3lxTE9uU0hRd2V0ZS12ekNERWJxRDF3N0JWTlcwNHJmWDFOd180RHFPejQxUTh5a3VlTlp2clhlVjlXVGI0TUJIbHBrQlpXcjVJR01vbmpad2lISUxJQWdEaWYtZURYV0FfSXVfaU5EZkhEemdHcUhWSTVPbGoydGs2RGlUNF9FUlZNV2pVc3ZrczBKQU05M1VxYXE4UUE2NGxsNEluX05qMVoxSnpPQjd6RXR2VV90aG1UaVkzODAxcl9lQkl0elBEdkxYalZvdjd3YmJ6bmlxN0VMeHVDQTBCdzRrRlA3eDNMd3FtczVxLTRZemY2MUVJVjNnS0E?oc=5,0.8572
ALKEM,2026-06-01T07:00:00Z,CNBC TV18,"Block deal launched in Alkem Laboratories, up to 1.5% stake on offer",https://news.google.com/rss/articles/CBMi1gFBVV95cUxObUlKRnBHYUhicWhDaUcxOGthUDdQYmpvSVhSaTZXdmRJYVZPRWpFc2R5NEliQjNSTUFWamdOSUJ3R00yWXVEeWt2b3FraXNvOVNfb2o3TmRHZjc2Q3pUOHgtdGdlcUpJQkN1YmptYmJZVmFsVk85MGtCMVhodkxFQnpBSURaek92MGJPbW50eVRfTVhfWXlyVFZ3ejVZWTEyX3lZQ2E5c2JWUjFadHRtcEZoUjZ4b0tOdE5fNmlCbmNIcjlqRUVDdUs3dVhpZVdKamVSdEN30gHbAUFVX3lxTE1ld1AtSVBkTnBsZGpyOFJObkpvVDU5UXpFa0ZUYTl4R0ZreEh0Mm1JRER4eE9Sa1JvWWlSRmNqc3BfNm5kSGRqckM1Unh3TDIwUVlrVmQyR1BscDhLWmJBXzBkQ2JDWWN1UzJSbTZhVFU0SmFuT1FGMXA2STZvU0ctMVYxUmFTRlc5TFdBcURiS3Z1WWM2NVJnTzhGaGRhdjZLdHUxYWk3c2tqOEd3TW8tZ2xOVGZ5eWFaUnVQdzhwSmN0VG9aWTB5SEdyUVFTbUlraG14Y3NwVXFhdw?oc=5,0.1384
ASIANPAINT,2026-06-01T07:00:00Z,Business Standard,"Asian Paints rises 4% after Q4; brokerages upbeat on demand, margin outlook",https://news.google.com/rss/articles/CBMi8AFBVV95cUxOdVd3Z0pOVWpZUHA2akRYX0pESkVBUjUxd043V0owWlI2eEo2bXNLNkN1TnRnNk16UlhRaGEyZzZ2dmdLS1QzdElGQ1hYUHNMcUtDamlSRHJTRWVYcC02M0hwbHp6TExESDgxeHlzVFVNN3FISTE2Z1B4RFpEb3ktamdNTm5qWmtRVmY0WnZtUkhUdHZaeFJDUFkzdHNSUDM1LVN2UU8tcVNIbnNrWS15VVZ6RndrbTdnakJIS255WTREdmZfYjd2T20yX3RSQkNpWlZRck1uY01mOXZFeUFiUFgya0xXRnJaR29qZ3lNWkHSAfYBQVVfeXFMTU95QWVwcXRUc1E4SGh6YjE2U2N1RmNWd0R0Yk94ZFJGaHN6Y2kxaXdzenZtSnFKNUlmcThTQkNxaWtSTnlJaHo0cEZodTNSY0syRkh1SnVyNlJyQWNiZnhpUXVFb2dLcGZUd3lkamRWMUZPQW5Td0N4R2ktVVlaS0tiY1lPZndvX3FaVndiaURGdXQ4UUt6TG1DMFN1Tkp3QnJRVkhpUENJdkFzVUpUYjczeWZpdTJOOEVhbXFzTWRqZjhnbER4U3h6WHpVbnYtM1JpVlVhS2FzR01jQkIxTjlfMWEyTkZWWEZqVlVNckpneW1OMU53?oc=5,0.9032
ASIANPAINT,2026-06-01T07:00:00Z,The Economic Times,Asian Paints shares rally 4% after Q4 results. Here’s what Nomura and Motilal Oswal are saying,https://news.google.com/rss/articles/CBMi-AFBVV95cUxQX3NBMUsyb0p0Q2c1bm1CTFIySS1wRUhXYXZxVFZ2Z1hyUlNtVWRxWE10d0V2ZGJ3el9qQWM3dHN2X3dDV3QyNlh4YWl2N1hSenZXQXAyM1VSdTZtd0hNdFVxOUppeWZjcjhRaUM1WDZaMkJTQjBpZGc3T09iUkNmdVJ2a3R5Y2pjUWxRaW5oS2hENHd0aml5dVFURlJBZkhRdkpuWXc0WGdNOWhzMjhfaGZvVGhvVllUd012ekk4V3ZCZnN6UHFPRVUxQjAxWW02cFFfTDNIS2Z0cDZ1X2tQVzJwbzlhQ05wc0I2a3hhZjJUZjFHOUV4WdIB_gFBVV95cUxOTmR4ZWZrcHc5TWFIZ0tYd1Q4OFBzeHpmZWI0REM5VnJXUEQ2YzVzVFAzRVlkTVdMeFMtR1huODE5aGppZ01jVUNCdXBuSjZnQVhuMGw3YWZPVHZwa0Zucl8yeS1IRlFJeHUya05mYjR0UmlLZHAyQ0UwNmRLQUhQbUlxX2I3U1p5MWtWR2NQZmN1R0JmRWdGRTJkdUZVN21xanpiZm94aUwtVVFsVy1XV2IzTlI3Z2s0UjA0ODVRX2FxaXRhOURtbmlEbURmMHppdFRQUlJoNG00d0o3Nmp2RFVFS0VRMnZISTBSLWVyYkcxVFJDUWJodDFDVVZMUQ?oc=5,0.0235
ATGL,2026-06-01T07:00:00Z,Business Today,Adani Total Gas shares slip 12% from 52-week high; should investors add or book profits?,https://news.google.com/rss/articles/CBMi6AFBVV95cUxOTUVnZ2d4OEJacmRNNHB3TFVWVEZock5kUkNRZnZWdjlnSlVEUC1rVm1jcnRfYlJYTVpXNF9GcndiN3JzZ0d2YUY0QVhrSVVIODB5OHhtaTFBdzZrQ0FzMkRaWmptcVc4M2h4alFHMU9ZaC1ZY09BR0xScFZQUDFZdllDUlJ4TTh5ZXZ6Mi1BVU5nSnhlc1FIT3QwMG0xYVRXOW5rOGZWa2cydlEyMW5mbDlkSTRJV0RMZjZOT01sOHpKWEhlbk1kWlB3QVowMkpybUdobGVJcmpCQXU0RlFRUXA0YjhtWVdI0gHuAUFVX3lxTE1iejUxZGQyOHdxYW5lOTlVOXRDcFJaVHVsazlkUTlIVndfMk5rakF4UWUwUHY4TlljdHZmTEhZUHQ3RG9nLXFneE5xeC1xTmZNWGtUUzcyQ2ttblVldVp0eFdNUUNYRUx0UnZ3RENzcExudUZwcGktcUkyTUl0b2RDT3BLNUFuSExhRzl3UTFKLXlQX0VmNTRLLXJQSmFHYjZxT3VEWE44cW9xZ3A4N1RsUTBQd0JMZlh6YjNLY1hKcEg5RVQ5NmNLNXkwTl9CVFFzUXFoUmVMSnB2S0E5bEZjMnZwaDJydkxzaWRXTFE?oc=5,-0.9623
AWL,2026-06-01T07:00:00Z,Hotelier India,AWL Agri Business strengthens Food portfolio through strategic collaboration with Shree Renuka Sugars,https://news.google.com/rss/articles/CBMi2gFBVV95cUxQM1V2eDg0UElqWkZRV1VyVENxaU80VXQ3R0hMbzNMVjN5RkpBWXdSSktPYjkzYUlUZlFCNmRnSDluZ3REMTdPRHdoRDRaS2gtcjJjZ01sMWhTRmRkTFQ5VjZtbzM4emFCaVpiTkpYUlVkQ3hKakwxbmJFRklVUVk4VWpWaUpuTEpDUy1ZbW1uelN5T2lPNmNJTGR2ME1acmZvX3AwQVNfQzdEOHN6NUF2c3UxNkJPVzA2MEtYOUNOLUtMQjRHRWxCLVpPSGFzdGVJZHU3RFpubkgxQQ?oc=5,0.9255
BPCL,2026-06-01T07:00:00Z,simplywall.st,Is Now The Time To Put Bharat Petroleum (NSE:BPCL) On Your Watchlist?,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNY1k3MFkxMFFxRmtJU2tVZElwVWJQTDhScktLWTQ2SjFJRWpNemw5UG9LcHdrNUx1UUtsUXA5aVhkTjFLUlFqbHdJVF93WlJLWkpwbU1kMVZ5TFNIS1Ntb09oMU84SzVkUnRBSnhuTW9ZQ3VVdk8tMmphZ21JaTBUUUdwWlcyeFhqVHhjaW1VdlNZc19XMWNKR0c0VUhNRE5ZRUNBZkh2TEpvaVVfMUttYTFHOHg2WjRZc2NibW1BQWlycGlicndMOHVxMFU0bktPRlRn0gHYAUFVX3lxTE1hLU9qV3JkcHVicWQxYXZGbGg0OUZsTnJzNE5MMmxvYnZoUGFvRktSUV9wT2d4SzFlZ2RYMkVGcDdpcFQ5MVhPYzFrcEtNeGg4V3o3ajlYMXdzdGRQU3hONS1IWUxNa3pWWWRWUHRzUVJReHlPNDRwMU1PZzY2N2J1MjBXYS1iTnpTSHJRRngzbzV3cjRGaWdMVm1PNkFaWWpRSUhjekh0dmVDUGhmdDA5RlhmRDRHN2JSQnplM29FY01KMUszMVN5ekVVeE8yY1h6Slc4WmNNcw?oc=5,-0.0079
COALINDIA,2026-06-01T07:00:00Z,Upstox,Bharat Coking Coal share price drops over 7% as production falls in May; check details,https://news.google.com/rss/articles/CBMi5AFBVV95cUxPeHhWZDUxMlU5VkxZTy1GT3FDRDNYdndMTmNtVDRzeHlqQlVaRmlaN2lRdnc2cGFHeFZCMTVMOFNjWTM2cndFQkF3ZjB0cF83emhNN0pDdVpUNFRmNjNyS1RFVDkwaW9aRk1MUGdJdlZCVUJQUzAyY3dzR2prV0otOGRFZ2VnaFByck5pTHVYSUJPTFVPV1pEamptb0k2VVRhbDBlZ0JBZFREa3lWU0ZpUnQ5bXY0Yzg4ODdiZUIzM2VpbGpKcU0zb1Q3Zkk0VGtKdDVsTEpRdlBTVDB6R0RIOEoyWXU?oc=5,-0.9527
